Request no,Day,Time of day,Request location,Initial diagnose time,Needs Replacement?,On-site repair time
3504,30,8.373763464,BC_9,14.53945874,,38.31238873
3505,30,8.688166556,BC_2,22.23759477,,48.14939402
3506,30,8.973187467,BC_5,13.34105278,,6.095289119
3507,30,9.018604644,BC_7,10.57821136,yes,
3508,30,9.205594675,BC_7,16.43701896,,20.1601235
3509,30,9.345130807,BC_1,16.37540429,,13.56071131
3510,30,9.467247727,BC_6,20.83268791,,28.44043421
3511,30,9.542836407,BC_1,15.8264511,,7.625436604
3512,30,9.576341311,BC_5,18.24042829,,20.96656779
3513,30,9.813598058,BC_5,12.53308703,,18.7874432
3514,30,9.918799876,BC_10,20.40700543,,2.848230359
3515,30,10.15726779,BC_6,18.36720934,,23.20991907
3516,30,10.17350417,BC_7,14.75705851,,5.899871069
3517,30,10.25302327,BC_3,22.83358687,,19.40585586
3518,30,10.27384974,BC_1,13.3431926,yes,
3519,30,10.42726474,BC_10,16.18862188,,32.19443314
3520,30,10.6048777,BC_10,19.56268581,,31.59765448
3521,30,10.71563619,BC_10,14.09555086,yes,
3522,30,10.77393697,BC_4,13.60364706,,64.06310453
3523,30,10.79246728,BC_10,8.860177189,,22.38303511
3524,30,10.84466048,BC_8,17.97153989,,26.08825741
3525,30,10.85543983,BC_1,14.12994581,,25.74977013
3526,30,10.9035307,BC_7,13.47923743,,40.63751006
3527,30,10.9859456,BC_4,13.89605476,,22.85361014
3528,30,11.09306809,BC_4,15.02865408,,30.43231396
3529,30,11.19022739,BC_5,15.55674509,,9.340227933
3530,30,11.22877481,BC_10,17.36686469,,46.03616625
3531,30,11.32346497,BC_4,14.13662824,,16.27277136
3532,30,11.37411815,BC_4,11.17637917,,40.60259253
3533,30,11.39823447,BC_5,11.78626206,,4.823943072
3534,30,11.58644945,BC_6,18.57147818,,54.44680618
3535,30,11.7299395,BC_7,17.95751904,,18.88153909
3536,30,11.96350067,BC_10,17.63141369,yes,
3537,30,12.25592922,BC_6,16.8031472,,19.11941039
3538,30,12.49719092,BC_10,16.92952967,,13.0911829
3539,30,12.68055637,BC_7,13.99479406,yes,
3540,30,12.83185192,BC_1,17.97313115,,23.60504505
3541,30,13.06793867,BC_7,22.5329897,yes,
3542,30,13.14216775,BC_10,19.59554804,,24.64814207
3543,30,13.24736631,BC_3,25.44940025,,11.13433272
3544,30,13.31396307,BC_5,12.72287809,,23.1313878
3545,30,13.4918603,BC_4,23.4889033,,23.25701745
3546,30,13.61790559,BC_7,14.33752028,,10.57770049
3547,30,13.62320052,BC_6,11.64244378,,22.11652801
3548,30,13.82871809,BC_7,17.77201208,yes,
3549,30,14.51891437,BC_6,17.50457427,yes,
3550,30,14.6340695,BC_3,18.35403403,,22.94433404
3551,30,14.70236968,BC_2,22.10973137,yes,
3552,30,14.74505795,BC_7,16.07956353,,22.71742513
3553,30,14.96290702,BC_9,19.80748671,,17.77787445
3554,30,14.98034448,BC_7,14.05239298,,13.15346983
3555,30,15.00457167,BC_4,12.42000964,,21.72148873
3556,30,15.04840285,BC_9,19.05226137,,13.27465409
3557,30,15.05254536,BC_7,18.48410231,,12.630021
3558,30,15.4472613,BC_3,17.99947662,,39.08149409
3559,30,15.50005898,BC_5,13.24485504,,9.075780991
3560,30,15.66626446,BC_10,13.61799288,,34.63169993
3561,30,15.71968088,BC_1,18.52598722,yes,
3562,30,15.74399372,BC_10,12.08888955,yes,
3563,30,15.89546483,BC_10,15.20891448,,10.57733094
3564,30,16.00424773,BC_5,19.66246793,,31.21483211
3565,30,16.0357267,BC_9,23.99229666,yes,
3566,30,16.107531,BC_9,13.45328006,,20.71151222
3567,30,16.32351533,BC_10,19.48975119,yes,
3568,30,16.36993724,BC_1,17.49928984,,22.16387997
3569,30,16.49818992,BC_4,15.31812847,,26.6758088
3570,30,16.83818462,BC_4,17.5032456,,15.85817646
3571,30,16.8417228,BC_8,17.48048142,yes,
3572,30,16.85083347,BC_1,13.19225502,,14.42925111
3573,30,17.09368855,BC_10,14.69807284,,30.1606605
3574,30,17.24530218,BC_3,29.88307185,,32.37810992
3575,30,17.29003285,BC_10,14.97886496,,21.42366248
3576,30,17.47676153,BC_4,13.34989343,yes,
3577,30,17.4901827,BC_3,33.8818681,,20.88685061
3578,30,17.56360842,BC_9,22.07536803,yes,
3579,30,17.57487723,BC_4,18.20714234,,12.14452263
3580,30,17.65307027,BC_7,18.02901522,,6.418668175
3581,30,17.84293523,BC_10,9.830608951,,25.18578091
3582,30,18.69859021,BC_4,19.19895364,,37.41257889
3583,30,18.75196601,BC_3,25.38964066,,7.466981894
3584,30,18.7721945,BC_4,16.32534054,yes,
3585,30,18.82209445,BC_3,20.94509959,,20.63487118
3586,30,19.17422283,BC_3,23.72705448,,27.21470933
3587,30,19.85247608,BC_1,16.03359148,,33.05277519
3588,30,19.99539144,BC_10,16.92761964,,13.62769142
3589,30,20.05216928,BC_4,15.10282268,,32.17171961
3590,30,20.39217692,BC_5,21.44697416,,68.31738634
3591,30,21.0737077,BC_4,15.56198754,,29.60469183
3592,30,21.28936002,BC_10,13.39855843,,8.247709949
3593,31,1.086374846,BC_9,28.17231395,,32.71987986
3594,31,1.782919252,BC_4,13.53554817,,24.59771237
3595,31,2.056539602,BC_8,14.18640693,,34.50560704
3596,31,2.522504673,BC_9,17.01970375,,33.23264454
3597,31,2.576975976,BC_9,26.38960151,,41.83755915
3598,31,3.173397996,BC_10,15.84797184,,30.98670566
3599,31,3.474827834,BC_1,15.61497268,,17.00742953
3600,31,3.832218045,BC_9,23.57175666,,35.0261816
3601,31,4.286038023,BC_7,18.39369575,,22.24614604
3602,31,4.513585938,BC_4,16.30301011,,31.79132809
3603,31,4.593639851,BC_4,11.09939121,,37.18182575
3604,31,4.633484,BC_10,15.90381389,,40.69729333
3605,31,4.642086962,BC_2,16.24844082,,7.88065516
3606,31,4.840293264,BC_4,20.45515526,yes,
3607,31,5.220159128,BC_3,27.57618635,,41.63311503
3608,31,5.396314512,BC_3,17.39862214,,6.449259315
3609,31,5.513876662,BC_5,15.07018551,,7.877190189
3610,31,5.563172781,BC_9,22.33092237,,6.426259218
3611,31,5.653037041,BC_1,17.0843971,,8.568694161
3612,31,5.786684692,BC_2,10.11339518,,37.23042189
3613,31,6.348780556,BC_8,18.95828973,,29.20771911
3614,31,6.370158851,BC_7,17.38959836,,5.343444252
3615,31,6.536050614,BC_4,12.27879498,,31.23772952
3616,31,6.61032413,BC_10,13.10736591,yes,
3617,31,6.712312773,BC_7,13.17903626,,33.6149
3618,31,6.779836169,BC_4,14.39522112,yes,
3619,31,6.947279566,BC_9,16.88909245,,26.82220237
3620,31,7.060847557,BC_10,17.68729441,yes,
3621,31,7.143024481,BC_6,23.87806285,,9.795457769
3622,31,7.339041688,BC_10,14.5162184,yes,
3623,31,7.410746918,BC_5,16.41842182,,19.86535388
3624,31,7.669063461,BC_1,19.2710709,,10.98046942
3625,31,7.775370233,BC_8,17.56040253,,11.92271101
3626,31,8.200629483,BC_7,19.20288166,,36.12774405
3627,31,8.222185763,BC_5,18.1997485,,36.83217934
3628,31,8.439716928,BC_10,16.19663525,,39.66951207
3629,31,8.540036192,BC_1,12.66997621,,28.06635188
3630,31,8.749871752,BC_9,17.26132927,,24.22237432
3631,31,8.784791621,BC_5,19.72788096,,40.46861057
3632,31,8.860706316,BC_9,30.18557943,,25.46752243
3633,31,8.8742168,BC_8,15.50446214,,42.61445283
3634,31,8.921523472,BC_10,9.073523939,,24.41052397
3635,31,9.194403227,BC_7,15.58975636,,5.404926158
3636,31,9.614680469,BC_2,23.65769332,,46.70258801
3637,31,9.653947118,BC_9,24.05771311,,3.70987459
3638,31,9.67245024,BC_6,19.77242692,,18.02607053
3639,31,9.790433669,BC_7,17.22907005,,18.15193877
3640,31,10.17220509,BC_8,16.1156334,,21.68938157
3641,31,10.8063733,BC_4,17.35683054,,37.59004838
3642,31,11.06356236,BC_10,11.73903765,yes,
3643,31,11.14552484,BC_4,17.65909003,yes,
3644,31,11.18327486,BC_3,25.8379834,,28.98934274
3645,31,11.20324776,BC_2,27.1121622,,13.07786024
3646,31,11.36989748,BC_10,17.02811958,,12.02879129
3647,31,11.58996336,BC_7,16.8977679,,43.00949112
3648,31,11.72141284,BC_6,17.31708047,,36.68327416
3649,31,11.93667742,BC_6,13.13342828,,33.85397255
3650,31,12.12178092,BC_7,12.14660639,,14.11989286
3651,31,12.15212912,BC_5,24.13126237,,24.90050954
3652,31,12.16577077,BC_2,27.54043019,,43.80154099
3653,31,12.4540398,BC_4,19.71538068,yes,
3654,31,12.50801347,BC_4,20.39544692,,38.1414397
3655,31,12.53427714,BC_10,14.7441511,yes,
3656,31,12.69397962,BC_3,26.4796218,,13.84196376
3657,31,12.99935563,BC_4,10.36946668,,12.58206836
3658,31,13.06916855,BC_4,19.62558229,,5.688179766
3659,31,13.12207746,BC_7,21.17765518,yes,
3660,31,13.15348707,BC_7,18.63035504,,42.06435437
3661,31,13.25456012,BC_7,12.42598752,,18.0376323
3662,31,13.53047662,BC_8,19.39507535,,19.94952944
3663,31,13.53996733,BC_4,11.334282,yes,
3664,31,13.54178377,BC_10,21.29090849,,6.663721609
3665,31,13.55237841,BC_8,17.12202447,,9.588539447
3666,31,13.6297138,BC_10,17.00229513,,51.60408877
3667,31,13.63463961,BC_4,15.13635933,,15.99880509
3668,31,13.68682247,BC_4,15.63585816,,19.20592651
3669,31,14.50608517,BC_8,11.91753185,yes,
3670,31,14.51986076,BC_5,15.83360553,,29.489757
3671,31,14.81190633,BC_7,15.57329925,,12.40232045
3672,31,14.81733197,BC_10,16.14258886,,15.31534033
3673,31,14.83949342,BC_9,21.69839863,,33.89401971
3674,31,14.84361114,BC_10,16.49838506,,54.15684849
3675,31,15.00354645,BC_2,24.20700697,,20.20601915
3676,31,15.08975008,BC_10,16.70884269,,23.05642683
3677,31,15.15745035,BC_5,17.94219756,,13.26581569
3678,31,15.20852812,BC_8,15.16281021,,21.72840468
3679,31,15.24141187,BC_4,10.17820157,,9.546549884
3680,31,15.24152811,BC_10,20.62628218,yes,
3681,31,15.25733659,BC_6,16.37672732,,30.60523551
3682,31,15.29099281,BC_8,18.23922102,,15.02698686
3683,31,15.2940525,BC_10,16.81479835,,3.858485555
3684,31,15.34811655,BC_5,12.35745835,,23.36912751
3685,31,15.43340401,BC_7,17.62119461,,6.289003676
3686,31,15.57109258,BC_3,18.95516496,,26.25794319
3687,31,15.6191235,BC_8,16.88823198,,24.94168581
3688,31,15.9369092,BC_7,16.59986759,,18.0672784
3689,31,16.01225096,BC_3,20.18086228,,22.69758384
3690,31,16.13461486,BC_6,18.62641317,,16.49873299
3691,31,16.24533272,BC_4,16.92478592,,52.7084882
3692,31,16.49913927,BC_5,17.49673368,,33.84398441
3693,31,16.51699662,BC_4,10.5742131,yes,
3694,31,16.55769109,BC_9,18.19687274,,28.27734274
3695,31,16.57019478,BC_7,17.99078105,yes,
3696,31,16.99697419,BC_2,21.05156772,,20.12236173
3697,31,17.16528218,BC_3,23.66635721,,33.02836598
3698,31,17.18852233,BC_2,24.78369852,yes,
3699,31,17.19032955,BC_1,15.43300039,,30.58973161
3700,31,17.22529047,BC_4,9.701545433,,21.68760638
3701,31,17.27063854,BC_5,17.80613924,,23.13315783
3702,31,17.43310288,BC_4,13.37658348,,19.63808428
3703,31,17.43599397,BC_6,16.49233901,,24.47154257
3704,31,17.522492,BC_7,18.18320239,,13.2662716
3705,31,17.71038668,BC_10,17.31011553,yes,
3706,31,17.73169658,BC_9,22.98789467,,23.38883822
3707,31,17.94650871,BC_4,14.55901122,,44.85742346
3708,31,17.97255619,BC_7,19.15496357,,38.95057369
3709,31,17.99137432,BC_7,15.08562545,,18.46102881
3710,31,18.03059137,BC_3,23.69081027,,30.80033703
3711,31,18.15080764,BC_10,17.32145754,,36.98195015
3712,31,18.51281395,BC_9,16.42002244,,18.06967247
3713,31,18.56090799,BC_5,18.85034293,,16.29147284
3714,31,18.91478872,BC_10,17.36245718,,37.53532422
3715,31,19.22710055,BC_9,12.28387689,,3.617152521
3716,31,19.47975779,BC_5,21.41478587,,13.74985263
3717,31,19.90929039,BC_9,18.96420054,,27.57875181
3718,31,20.22988471,BC_10,17.72747715,,3.791864353
3719,31,20.80752149,BC_2,19.72751202,,31.59594859
3720,31,21.09874602,BC_3,16.26575258,,15.86316544
3721,31,21.13322092,BC_1,15.25630979,,29.11750791
3722,31,21.20995195,BC_8,18.03210781,,15.64054257
3723,31,21.92688632,BC_10,14.75947844,,15.17247413
3724,31,23.56825526,BC_2,25.93043002,,21.15876245
3725,32,1.295612282,BC_4,18.09552605,,32.58163704
3726,32,2.443614584,BC_10,18.38493637,,24.84693684
3727,32,2.965752536,BC_9,23.87821343,,9.819176755
3728,32,3.039873624,BC_4,17.37502059,,9.030836243
3729,32,3.456797262,BC_9,22.96916347,,20.71663752
3730,32,4.309292842,BC_3,16.83676686,,18.43899811
3731,32,4.566705837,BC_8,16.68059389,,18.32077205
3732,32,5.027397501,BC_4,15.7497921,,30.75111126
3733,32,5.467470446,BC_7,12.69708737,,48.5614339
3734,32,5.744173484,BC_5,7.996640673,,22.40600889
3735,32,6.269944848,BC_7,13.04785522,yes,
3736,32,6.481283338,BC_10,18.38539114,yes,
3737,32,6.572494023,BC_3,22.24176542,,43.67382613
3738,32,6.839644725,BC_7,14.49765089,,27.14657505
3739,32,6.990612695,BC_2,12.81925304,,21.54053392
3740,32,7.59390747,BC_7,15.39938663,,2.626651723
3741,32,7.603452149,BC_9,19.95947493,,6.069396438
3742,32,7.834101284,BC_10,15.94780434,,17.08917297
3743,32,8.4829162,BC_5,16.6861084,,11.46816276
3744,32,8.601239827,BC_3,16.5427764,,62.08806155
3745,32,8.66663551,BC_9,24.28878949,,18.21758001
3746,32,9.007582684,BC_10,11.52818995,,45.88096513
3747,32,9.21530538,BC_9,11.66992276,,21.91800121
3748,32,9.270196864,BC_9,25.41130017,,36.96847863
3749,32,9.481933288,BC_7,18.83674367,,19.06969978
3750,32,9.563395787,BC_7,15.61693244,,26.21778242
3751,32,9.631947876,BC_7,14.77737105,,29.15175647
3752,32,10.41537533,BC_1,13.14844734,,0.522750436
3753,32,10.5160153,BC_7,15.70403746,,14.55596355
3754,32,10.71818072,BC_4,12.37006857,,18.28600767
3755,32,10.72054305,BC_8,15.60949578,,26.55922597
3756,32,10.79169929,BC_3,26.18668248,,19.72491088
3757,32,10.79532419,BC_9,26.13754121,yes,
3758,32,10.84002332,BC_3,23.96047421,yes,
3759,32,10.97233187,BC_9,15.11118287,,23.53623391
3760,32,11.17179557,BC_3,14.60025276,,39.29806461
3761,32,11.21164539,BC_3,28.31555184,,20.75825745
3762,32,11.21505244,BC_5,19.51981881,,12.6008299
3763,32,11.49119114,BC_7,13.55965491,,3.902862944
3764,32,11.60786849,BC_1,18.41907127,yes,
3765,32,11.64328821,BC_3,28.52005152,,7.470807503
3766,32,11.65639076,BC_5,20.52969664,,22.29451394
3767,32,11.88752779,BC_9,27.35938124,,18.1603858
3768,32,12.06136051,BC_10,17.29719739,,12.38629214
3769,32,12.22202417,BC_3,19.84713097,,49.56757659
3770,32,12.2254704,BC_3,28.34029639,,10.52707487
3771,32,12.3909727,BC_9,23.57191383,,33.81157541
3772,32,12.49167396,BC_3,25.44566197,yes,
3773,32,12.64692346,BC_6,10.37513189,,23.15089159
3774,32,12.66667997,BC_1,16.44470651,yes,
3775,32,12.72966946,BC_10,16.76086789,,12.68423577
3776,32,12.78062804,BC_7,16.54329155,,23.64666384
3777,32,12.80327787,BC_7,25.42221749,,4.807106822
3778,32,13.19082031,BC_4,16.18143328,,24.78647388
3779,32,13.24471199,BC_3,17.66444903,yes,
3780,32,13.34960754,BC_1,19.96908508,,8.628712943
3781,32,13.7304734,BC_5,17.08461128,,22.89002844
3782,32,13.84448803,BC_4,13.30769944,yes,
3783,32,13.84500222,BC_9,31.00931035,,22.79591193
3784,32,14.23132889,BC_3,24.65300817,,36.63748851
3785,32,14.25673687,BC_9,22.59626087,yes,
3786,32,14.3133461,BC_5,22.80812527,yes,
3787,32,14.45601923,BC_5,11.98724283,,8.583811338
3788,32,14.5148626,BC_9,31.24537265,,13.37913461
3789,32,14.61853856,BC_5,15.09890445,,21.11485256
3790,32,14.96686191,BC_4,14.54434272,,22.49097848
3791,32,15.0295446,BC_10,13.71719904,yes,
3792,32,15.16823707,BC_9,21.10872647,,33.06450843
3793,32,15.38848062,BC_4,11.80070724,,14.41627042
3794,32,15.78720409,BC_4,17.16238082,,40.36934696
3795,32,15.78804766,BC_4,18.26281437,,23.88350178
3796,32,16.15897182,BC_5,16.46519906,,28.16359392
3797,32,16.30033852,BC_4,17.31263275,,52.94640768
3798,32,16.4845846,BC_4,14.94343877,,37.70048335
3799,32,16.49460625,BC_5,15.73644483,,20.62825145
3800,32,16.53169269,BC_4,18.32212084,,1.049278102
3801,32,16.75938303,BC_4,18.68551653,,53.18802956
3802,32,16.94771516,BC_7,21.72399929,yes,
3803,32,17.14608176,BC_4,16.24755714,yes,
3804,32,17.24755566,BC_2,32.01622991,,22.63873986
3805,32,17.29548867,BC_5,16.88555632,,11.65450245
3806,32,17.38669476,BC_8,16.84570665,,17.56097097
3807,32,17.51112501,BC_9,31.27458098,,12.9874314
3808,32,17.77436169,BC_6,15.65597305,,34.55311303
3809,32,17.87975294,BC_8,7.113117674,,51.22975813
3810,32,17.91759369,BC_2,15.4839587,,4.803777058
3811,32,17.94406887,BC_8,14.00469233,yes,
3812,32,18.00866847,BC_10,13.54758927,,21.81758221
3813,32,18.08099513,BC_1,17.90704608,,7.206396821
3814,32,18.32300123,BC_10,11.66168191,,16.242873
3815,32,18.34215259,BC_5,7.924824724,,30.77729079
3816,32,18.41289141,BC_2,21.87589026,,19.179314
3817,32,18.53434673,BC_5,17.22104803,yes,
3818,32,18.74360253,BC_3,26.95269058,yes,
3819,32,18.80599263,BC_2,21.60327734,,4.279279592
3820,32,19.68533815,BC_4,16.43621737,,15.62964371
3821,32,19.85875711,BC_4,14.36882012,,16.66545752
3822,32,20.81088109,BC_5,19.41723376,,19.19500708
3823,32,20.93977468,BC_10,18.19280876,,27.11823229
3824,32,21.08217633,BC_10,17.48809993,,33.95792231
3825,32,21.59904764,BC_4,18.01287502,yes,
3826,32,23.28286838,BC_2,30.01687504,yes,
3827,32,23.35978431,BC_10,17.90964676,,19.48098585
3828,33,2.799479399,BC_5,17.71257059,,32.08815831
3829,33,2.899689954,BC_9,24.96730885,yes,
3830,33,3.032940607,BC_7,16.57509231,,11.91842768
3831,33,3.960172055,BC_6,15.31241475,,15.41649539
3832,33,4.238681062,BC_9,18.65987262,yes,
3833,33,4.405055151,BC_4,20.77955002,,34.89396107
3834,33,4.883055783,BC_3,15.7938553,yes,
3835,33,4.885806487,BC_9,26.14062633,,4.272363012
3836,33,4.943485768,BC_4,15.3771231,,28.22062085
3837,33,5.075459718,BC_10,12.55118844,,6.500251731
3838,33,5.191295419,BC_5,18.42337398,yes,
3839,33,5.258177802,BC_5,18.71827315,,8.444436072
3840,33,5.63207877,BC_5,13.82056809,,20.85867813
3841,33,5.751428856,BC_2,17.22684613,yes,
3842,33,5.882472368,BC_9,13.98663158,,16.06862678
3843,33,5.909364649,BC_5,14.36610132,,14.87161337
3844,33,5.958874714,BC_9,34.3670342,,26.7873804
3845,33,6.256369559,BC_4,12.71440867,,37.84317515
3846,33,6.320677661,BC_9,27.97503933,yes,
3847,33,6.502218624,BC_7,16.51668593,,22.9385861
3848,33,6.597940375,BC_9,20.8335924,,21.36396546
3849,33,6.625463288,BC_2,14.3535289,,14.65673079
3850,33,7.496069759,BC_9,23.71258088,,31.17363444
3851,33,7.610559465,BC_3,27.56384042,,24.6401751
3852,33,7.902852339,BC_9,16.21756554,yes,
3853,33,8.12335804,BC_4,15.93228828,,27.71689114
3854,33,8.167392678,BC_6,17.72988751,,8.497312179
3855,33,8.245374696,BC_3,26.63211188,,21.64574469
3856,33,8.333268958,BC_4,16.81441275,yes,
3857,33,8.521113458,BC_8,11.57092428,,24.98039131
3858,33,8.614189669,BC_9,24.29019484,,20.52684443
3859,33,8.68048553,BC_3,31.52254158,,21.81645352
3860,33,8.718022285,BC_10,16.45986825,,16.97942023
3861,33,9.075112321,BC_8,11.78877805,,22.65541642
3862,33,9.138647041,BC_9,17.47636462,,21.98271994
3863,33,9.169570055,BC_4,18.20494501,,19.47745077
3864,33,9.185262367,BC_4,15.8491724,,55.33995612
3865,33,9.795712391,BC_3,29.19730679,,10.70369171
3866,33,9.822027036,BC_2,14.64831263,,28.8762541
3867,33,9.928502916,BC_3,28.5350131,,14.44511757
3868,33,10.01787967,BC_4,15.46164732,,9.968150492
3869,33,10.07519303,BC_8,10.50237584,,31.18110911
3870,33,10.13640252,BC_5,16.61803677,yes,
3871,33,10.14498403,BC_5,17.75098059,,29.35544128
3872,33,10.24827211,BC_4,12.84411255,yes,
3873,33,10.38317676,BC_5,14.338681,,28.41705766
3874,33,10.42920712,BC_5,20.95607536,,22.20356657
3875,33,10.86531927,BC_10,14.74082302,,13.72281099
3876,33,10.89008963,BC_7,14.31069973,,17.57207044
3877,33,10.92016107,BC_4,14.44176861,,17.47745654
3878,33,11.21010447,BC_2,23.17981575,,33.1741338
3879,33,11.55200673,BC_10,18.4568284,,17.64770409
3880,33,11.62737924,BC_8,15.72185873,,7.069355868
3881,33,11.94540531,BC_4,11.14071405,,29.66569672
3882,33,12.10829916,BC_9,27.20916489,,33.63515167
3883,33,12.14448069,BC_10,10.51850578,,45.64262348
3884,33,12.1697953,BC_3,27.03689055,,29.78826051
3885,33,12.22533365,BC_9,17.57245785,,47.10339122
3886,33,12.49358737,BC_10,16.32197188,,22.63372473
3887,33,12.69351403,BC_8,13.39189608,,33.08022843
3888,33,12.90667991,BC_1,14.8534603,,25.86579154
3889,33,12.91215991,BC_7,15.61041228,,22.61205529
3890,33,13.04639164,BC_10,16.90228785,yes,
3891,33,13.11154638,BC_8,17.15986596,yes,
3892,33,13.13918035,BC_5,19.68057764,,15.69499312
3893,33,13.19962672,BC_5,16.35373601,,20.61490315
3894,33,13.46610563,BC_8,22.57102501,yes,
3895,33,13.76254124,BC_6,13.93393611,yes,
3896,33,14.12296088,BC_3,12.34004811,yes,
3897,33,14.20570887,BC_10,16.62662861,,11.89963922
3898,33,14.22228032,BC_10,11.89408303,,29.80115536
3899,33,14.28291156,BC_3,22.38526823,,18.59755517
3900,33,14.29843494,BC_5,14.5820819,,17.39516069
3901,33,14.46215586,BC_3,22.54761158,,19.74721348
3902,33,14.53726878,BC_7,14.45094943,,6.460770083
3903,33,14.54309839,BC_1,16.69997219,,20.01822429
3904,33,14.55566732,BC_10,13.98966095,,44.16145704
3905,33,14.68306,BC_7,17.74075019,,39.47705082
3906,33,14.79883349,BC_9,12.60832949,,27.93454461
3907,33,14.99960106,BC_7,12.56151589,,13.54162607
3908,33,15.0488933,BC_1,13.28072194,,25.27696828
3909,33,15.54811853,BC_4,12.79405204,yes,
3910,33,15.6060271,BC_4,12.65647639,,9.452563512
3911,33,15.70597069,BC_5,22.74133138,,30.08867064
3912,33,15.80972936,BC_6,18.32450429,,18.01214106
3913,33,15.81292794,BC_9,28.72617089,,13.10630231
3914,33,15.97425641,BC_5,13.45321864,,17.82093076
3915,33,15.99982259,BC_4,17.4113564,,31.85781594
3916,33,16.52474017,BC_9,21.40365689,,36.68377413
3917,33,16.56578595,BC_6,17.04035448,,15.47940371
3918,33,16.95441482,BC_9,24.349398,,25.30727814
3919,33,17.00283519,BC_3,24.31065386,yes,
3920,33,17.04901435,BC_8,21.98983317,yes,
3921,33,17.84074258,BC_8,19.95783815,,17.06137075
3922,33,17.85752114,BC_4,15.8128793,,28.70765634
3923,33,17.90994089,BC_8,20.60874261,,41.55839275
3924,33,18.01575098,BC_7,14.37761827,,32.88509092
3925,33,18.05559437,BC_5,16.61370217,,24.59793713
3926,33,18.06926947,BC_4,16.58460942,yes,
3927,33,18.15985544,BC_5,14.34846436,yes,
3928,33,18.33817558,BC_6,16.99424198,,25.93548302
3929,33,18.59992536,BC_7,20.88526246,,29.1714117
3930,33,18.8640308,BC_3,23.85270058,,16.86765604
3931,33,18.97372227,BC_10,13.47415753,yes,
3932,33,19.28072376,BC_5,16.1260407,,38.20442948
3933,33,19.28098603,BC_4,16.22457088,,19.39241068
3934,33,19.63200405,BC_2,28.10364902,yes,
3935,33,19.98448871,BC_7,20.4796003,yes,
3936,33,20.19028845,BC_4,17.67729883,,10.23807161
3937,33,20.21901027,BC_10,16.18162353,,33.29662901
3938,33,21.26994361,BC_4,14.80100231,yes,
3939,33,21.46475391,BC_10,18.55696286,yes,
3940,33,21.62332284,BC_5,17.98293414,,39.06308065
3941,33,21.64781556,BC_10,20.22877764,,34.79383174
3942,33,23.61322168,BC_5,12.34829051,,24.73477646
3943,33,23.69148506,BC_3,27.2471067,,9.30307874
3944,34,0.111529362,BC_5,13.46191768,,15.56197047
3945,34,1.008099368,BC_4,14.48590384,,14.74483458
3946,34,1.318810234,BC_5,12.88825764,yes,
3947,34,2.235869642,BC_8,17.36656067,,53.96510413
3948,34,2.803408183,BC_9,11.37773215,,28.73091068
3949,34,2.852514989,BC_9,32.78613117,,6.696137206
3950,34,3.406843473,BC_8,15.12815468,,16.75316032
3951,34,3.699361016,BC_3,28.36670889,,30.38229081
3952,34,4.018195161,BC_9,21.65009546,,34.2228047
3953,34,4.049572676,BC_10,16.8656576,,20.46020033
3954,34,4.637155658,BC_8,20.64668722,,15.39344496
3955,34,4.930204619,BC_10,16.62341082,,15.85934669
3956,34,5.195608011,BC_10,19.21107439,,16.34835317
3957,34,5.255851333,BC_3,16.92518629,,18.15398837
3958,34,5.28888616,BC_4,20.30295682,yes,
3959,34,5.295895784,BC_10,21.68294582,,37.57995251
3960,34,5.397574078,BC_9,13.44596234,,31.79210699
3961,34,5.931125605,BC_9,23.69682932,,13.27616601
3962,34,5.991426795,BC_9,19.29246177,,17.49080088
3963,34,6.058726543,BC_3,25.90296207,,35.55326263
3964,34,6.150469823,BC_3,29.89826445,yes,
3965,34,6.224087506,BC_7,15.62450011,,20.4749874
3966,34,6.309873284,BC_7,20.7467111,,19.54973395
3967,34,6.398851264,BC_5,14.69267189,,22.63094475
3968,34,6.491320163,BC_2,15.53974577,,4.467913442
3969,34,6.83368548,BC_5,12.52169064,,36.70150569
3970,34,6.886806891,BC_7,15.60979408,,33.25021694
3971,34,6.94138637,BC_4,15.79454441,,28.65289029
3972,34,7.109070111,BC_10,18.39719841,,45.09514099
3973,34,7.109849676,BC_4,17.68839639,,21.35970849
3974,34,7.567831243,BC_10,21.16625792,,15.79851514
3975,34,7.614722732,BC_9,26.28587907,,2.369976866
3976,34,7.622950262,BC_5,15.76557156,,45.0348637
3977,34,7.824304837,BC_5,15.73043982,yes,
3978,34,7.92164995,BC_1,20.84707609,,8.940906446
3979,34,8.200380341,BC_8,20.05937574,,48.67253594
3980,34,8.287405312,BC_5,18.0690121,,28.72777867
3981,34,8.424276538,BC_10,17.55264609,yes,
3982,34,8.511381281,BC_5,16.59121195,yes,
3983,34,8.910236459,BC_5,20.94653165,,12.84959311
3984,34,8.920999097,BC_9,23.51597527,,16.76854407
3985,34,9.501658387,BC_5,18.85216594,,27.85056487
3986,34,9.553727423,BC_5,13.62736648,,23.42301805
3987,34,9.565093508,BC_8,15.83594952,,26.8023726
3988,34,9.78951926,BC_6,14.11861145,,19.27050299
3989,34,9.893816125,BC_4,16.15842515,,39.66360484
3990,34,10.10812069,BC_2,20.20070101,,33.03022373
3991,34,10.18720595,BC_3,23.73669686,,14.75408685
3992,34,10.45996357,BC_7,19.42129566,,42.98640901
3993,34,10.83216883,BC_2,25.12927947,,33.65947482
